inventory_id,snapshot_date,warehouse_id,warehouse_city,region,product_id,batch_id,manufacture_date,expiry_date,opening_stock_units,received_units,sold_units,damaged_units,closing_stock_units,reorder_level_units,stockout_days,near_expiry_units_90d,inventory_value_inr
I000198,2024-01-31,W06,Hyderabad,South,P018,P018-01-W06,2023-05-01,2025-11-01,2352,142,1445,13,1036,703,0,0,70831.32
I000199,2024-01-31,W06,Hyderabad,South,P019,P019-01-W06,2023-02-01,2025-02-01,1823,898,657,15,2049,590,0,0,142241.58
I000200,2024-01-31,W06,Hyderabad,South,P020,P020-01-W06,2023-05-01,2024-11-01,698,456,914,13,227,602,0,0,12775.56
I000201,2024-01-31,W06,Hyderabad,South,P021,P021-01-W06,2023-08-01,2025-08-01,2476,1239,1754,4,1957,550,0,0,142313.04
I000202,2024-01-31,W06,Hyderabad,South,P022,P022-01-W06,2023-02-01,2024-08-01,2007,213,968,8,1244,678,0,0,96733.44
I000203,2024-01-31,W06,Hyderabad,South,P023,P023-01-W06,2023-08-01,2026-02-01,768,1157,593,3,1329,664,0,0,124314.66
I000204,2024-01-31,W06,Hyderabad,South,P024,P024-01-W06,2023-08-01,2025-08-01,1391,1220,1096,7,1508,957,0,0,326572.48
I000205,2024-01-31,W06,Hyderabad,South,P025,P025-01-W06,2023-08-01,2025-02-01,902,319,1032,9,180,726,0,0,2782.8
I000206,2024-01-31,W06,Hyderabad,South,P026,P026-01-W06,2023-02-01,2024-08-01,1722,970,684,5,2003,569,0,0,51236.74
I000207,2024-01-31,W06,Hyderabad,South,P027,P027-01-W06,2023-02-01,2024-08-01,2278,1318,451,6,3139,980,0,0,107950.21
I000208,2024-01-31,W06,Hyderabad,South,P028,P028-01-W06,2023-05-01,2025-11-01,2183,1450,909,9,2715,537,0,0,120980.4
I000209,2024-01-31,W06,Hyderabad,South,P029,P029-01-W06,2023-08-01,2026-08-01,2028,1084,635,15,2462,539,0,0,158675.9
I000210,2024-01-31,W06,Hyderabad,South,P030,P030-01-W06,2023-08-01,2026-08-01,1829,220,1843,5,201,970,0,0,12538.38
I000211,2024-01-31,W06,Hyderabad,South,P031,P031-01-W06,2022-11-01,2025-11-01,722,601,814,3,506,968,0,0,29585.82
I000212,2024-01-31,W06,Hyderabad,South,P032,P032-01-W06,2023-02-01,2025-08-01,2301,293,1755,0,839,963,0,0,43334.35
I000213,2024-01-31,W06,Hyderabad,South,P033,P033-01-W06,2023-02-01,2025-08-01,1163,653,1791,7,18,614,0,0,1264.14
I000214,2024-01-31,W06,Hyderabad,South,P034,P034-01-W06,2023-08-01,2025-02-01,1007,732,1499,0,240,574,0,0,15876
I000215,2024-01-31,W06,Hyderabad,South,P035,P035-01-W06,2023-05-01,2025-11-01,1749,1188,1001,6,1930,904,0,0,171808.6
I000216,2024-01-31,W06,Hyderabad,South,P036,P036-01-W06,2023-05-01,2024-11-01,1819,757,753,9,1814,921,0,0,411578.46
I000217,2024-02-29,W01,Delhi,North,P001,P001-02-W01,2023-03-01,2026-03-01,1842,1301,678,3,2462,936,0,0,51529.66
I000218,2024-02-29,W01,Delhi,North,P002,P002-02-W01,2023-03-01,2026-03-01,485,1021,1506,0,0,546,9,0,0
I000219,2024-02-29,W01,Delhi,North,P003,P003-02-W01,2023-03-01,2025-03-01,634,262,554,10,332,692,0,0,12868.32
I000220,2024-02-29,W01,Delhi,North,P004,P004-02-W01,2023-03-01,2024-09-01,2011,1427,1852,10,1576,970,0,0,56389.28
I000221,2024-02-29,W01,Delhi,North,P005,P005-02-W01,2023-09-01,2026-03-01,2050,177,1425,13,789,516,0,0,35915.28
I000222,2024-02-29,W01,Delhi,North,P006,P006-02-W01,2023-06-01,2024-12-01,546,498,972,6,66,853,0,0,3829.98
I000223,2024-02-29,W01,Delhi,North,P007,P007-02-W01,2023-03-01,2024-09-01,1351,573,1281,15,628,669,0,0,39501.2
I000224,2024-02-29,W01,Delhi,North,P008,P008-02-W01,2023-03-01,2025-09-01,682,1242,1778,4,142,779,0,0,9099.36
I000225,2024-02-29,W01,Delhi,North,P009,P009-02-W01,2023-06-01,2024-12-01,1770,703,1910,14,549,870,0,0,35503.83
I000226,2024-02-29,W01,Delhi,North,P010,P010-02-W01,2023-03-01,2026-03-01,2173,1363,1411,12,2113,908,0,0,156340.87
I000227,2024-02-29,W01,Delhi,North,P011,P011-02-W01,2023-09-01,2026-03-01,710,1272,1854,10,118,734,0,0,11165.16
I000228,2024-02-29,W01,Delhi,North,P012,P012-02-W01,2023-06-01,2026-06-01,932,236,1168,0,0,825,4,0,0
I000229,2024-02-29,W01,Delhi,North,P013,P013-02-W01,2023-03-01,2024-09-01,1713,224,735,8,1194,510,0,0,32524.56
I000230,2024-02-29,W01,Delhi,North,P014,P014-02-W01,2022-12-01,2024-06-01,1546,1279,1258,14,1553,575,0,0,39353.02
I000231,2024-02-29,W01,Delhi,North,P015,P015-02-W01,2023-09-01,2026-09-01,1193,779,1781,1,190,834,0,0,5396
I000232,2024-02-29,W01,Delhi,North,P016,P016-02-W01,2022-12-01,2025-06-01,1484,525,1586,2,421,907,0,0,20393.24
I000233,2024-02-29,W01,Delhi,North,P017,P017-02-W01,2023-09-01,2026-03-01,1346,1057,954,12,1437,759,0,0,70729.14
I000234,2024-02-29,W01,Delhi,North,P018,P018-02-W01,2022-12-01,2025-06-01,1860,1089,1502,2,1445,849,0,0,98794.65
I000235,2024-02-29,W01,Delhi,North,P019,P019-02-W01,2022-12-01,2024-12-01,2569,480,1241,8,1800,754,0,0,124956
I000236,2024-02-29,W01,Delhi,North,P020,P020-02-W01,2022-12-01,2024-06-01,1048,1313,1250,6,1105,778,0,0,62189.4
I000237,2024-02-29,W01,Delhi,North,P021,P021-02-W01,2022-12-01,2024-12-01,2175,961,1805,3,1328,816,0,0,96572.16
I000238,2024-02-29,W01,Delhi,North,P022,P022-02-W01,2023-06-01,2024-12-01,2276,147,953,7,1463,642,0,0,113762.88
I000239,2024-02-29,W01,Delhi,North,P023,P023-02-W01,2023-06-01,2025-12-01,2558,1387,1840,5,2100,757,0,0,196434
I000240,2024-02-29,W01,Delhi,North,P024,P024-02-W01,2023-06-01,2025-06-01,1873,668,1482,10,1049,856,0,0,227171.44
I000241,2024-02-29,W01,Delhi,North,P025,P025-02-W01,2023-06-01,2024-12-01,1338,1054,1663,7,722,765,0,0,11162.12
I000242,2024-02-29,W01,Delhi,North,P026,P026-02-W01,2023-06-01,2024-12-01,719,1013,1711,6,15,791,0,0,383.7
I000243,2024-02-29,W01,Delhi,North,P027,P027-02-W01,2023-06-01,2024-12-01,986,989,919,11,1045,657,0,0,35937.55
I000244,2024-02-29,W01,Delhi,North,P028,P028-02-W01,2023-06-01,2025-12-01,786,867,466,9,1178,576,0,0,52491.68
I000245,2024-02-29,W01,Delhi,North,P029,P029-02-W01,2022-12-01,2025-12-01,1168,1426,1670,7,917,837,0,0,59100.65
I000246,2024-02-29,W01,Delhi,North,P030,P030-02-W01,2023-09-01,2026-09-01,1985,943,1366,12,1550,530,0,0,96689
I000247,2024-02-29,W01,Delhi,North,P031,P031-02-W01,2023-06-01,2026-06-01,1428,111,486,1,1052,607,0,0,61510.44
I000248,2024-02-29,W01,Delhi,North,P032,P032-02-W01,2022-12-01,2025-06-01,1905,343,1147,3,1098,706,0,0,56711.7
I000249,2024-02-29,W01,Delhi,North,P033,P033-02-W01,2023-06-01,2025-12-01,550,978,559,10,959,615,0,0,67350.57
I000250,2024-02-29,W01,Delhi,North,P034,P034-02-W01,2023-03-01,2024-09-01,1568,1493,875,5,2181,614,0,0,144273.15
I000251,2024-02-29,W01,Delhi,North,P035,P035-02-W01,2022-12-01,2025-06-01,1518,1102,1714,10,896,822,0,0,79761.92
I000252,2024-02-29,W01,Delhi,North,P036,P036-02-W01,2023-06-01,2024-12-01,1083,1279,1911,0,451,852,0,0,102327.39
I000253,2024-02-29,W02,Mumbai,West,P001,P001-02-W02,2023-06-01,2026-06-01,705,722,1427,0,0,525,1,0,0
I000254,2024-02-29,W02,Mumbai,West,P002,P002-02-W02,2022-12-01,2025-12-01,2375,841,577,15,2624,828,0,0,63736.96
I000255,2024-02-29,W02,Mumbai,West,P003,P003-02-W02,2023-06-01,2025-06-01,1133,591,797,3,924,749,0,0,35814.24
I000256,2024-02-29,W02,Mumbai,West,P004,P004-02-W02,2023-06-01,2024-12-01,1012,1158,1626,0,544,550,0,0,19464.32
I000257,2024-02-29,W02,Mumbai,West,P005,P005-02-W02,2022-12-01,2025-06-01,473,1060,1080,3,450,626,0,0,20484
I000258,2024-02-29,W02,Mumbai,West,P006,P006-02-W02,2022-12-01,2024-06-01,1657,886,1392,12,1139,521,0,0,66096.17
I000259,2024-02-29,W02,Mumbai,West,P007,P007-02-W02,2023-03-01,2024-09-01,630,903,1335,0,198,920,0,0,12454.2
I000260,2024-02-29,W02,Mumbai,West,P008,P008-02-W02,2023-03-01,2025-09-01,1259,469,649,3,1076,943,0,0,68950.08
I000261,2024-02-29,W02,Mumbai,West,P009,P009-02-W02,2022-12-01,2024-06-01,1826,326,947,1,1204,504,0,0,77862.68
I000262,2024-02-29,W02,Mumbai,West,P010,P010-02-W02,2022-12-01,2025-12-01,858,1365,573,5,1645,988,0,0,121713.55
I000263,2024-02-29,W02,Mumbai,West,P011,P011-02-W02,2022-12-01,2025-06-01,1638,320,1742,5,211,821,0,0,19964.82
I000264,2024-02-29,W02,Mumbai,West,P012,P012-02-W02,2022-12-01,2025-12-01,1788,1122,1764,5,1141,781,0,0,253530.2
I000265,2024-02-29,W02,Mumbai,West,P013,P013-02-W02,2023-03-01,2024-09-01,1621,1196,539,16,2262,587,0,0,61616.88
I000266,2024-02-29,W02,Mumbai,West,P014,P014-02-W02,2022-12-01,2024-06-01,1738,1425,1678,15,1470,525,0,0,37249.8
I000267,2024-02-29,W02,Mumbai,West,P015,P015-02-W02,2022-12-01,2025-12-01,1594,572,971,10,1185,540,0,0,33654
I000268,2024-02-29,W02,Mumbai,West,P016,P016-02-W02,2022-12-01,2025-06-01,1077,1443,1131,12,1377,989,0,0,66701.88
I000269,2024-02-29,W02,Mumbai,West,P017,P017-02-W02,2022-12-01,2025-06-01,1096,86,1182,0,0,552,9,0,0
I000270,2024-02-29,W02,Mumbai,West,P018,P018-02-W02,2023-03-01,2025-09-01,630,484,703,8,403,763,0,0,27553.11
I000271,2024-02-29,W02,Mumbai,West,P019,P019-02-W02,2023-03-01,2025-03-01,1080,1311,1016,0,1375,620,0,0,95452.5
I000272,2024-02-29,W02,Mumbai,West,P020,P020-02-W02,2023-03-01,2024-09-01,779,1093,1427,4,441,598,0,0,24819.48
I000273,2024-02-29,W02,Mumbai,West,P021,P021-02-W02,2023-03-01,2025-03-01,1784,1172,1009,2,1945,787,0,0,141440.4
I000274,2024-02-29,W02,Mumbai,West,P022,P022-02-W02,2023-06-01,2024-12-01,1197,589,818,2,966,626,0,0,75116.16
I000275,2024-02-29,W02,Mumbai,West,P023,P023-02-W02,2023-09-01,2026-03-01,2520,13,1222,11,1300,612,0,0,121602
I000276,2024-02-29,W02,Mumbai,West,P024,P024-02-W02,2023-09-01,2025-09-01,603,139,742,0,0,890,3,0,0
I000277,2024-02-29,W02,Mumbai,West,P025,P025-02-W02,2023-06-01,2024-12-01,1936,399,611,1,1723,516,0,0,26637.58
I000278,2024-02-29,W02,Mumbai,West,P026,P026-02-W02,2022-12-01,2024-06-01,1837,1380,962,4,2251,746,0,0,57580.58
I000279,2024-02-29,W02,Mumbai,West,P027,P027-02-W02,2023-03-01,2024-09-01,592,5,597,0,0,653,12,0,0
I000280,2024-02-29,W02,Mumbai,West,P028,P028-02-W02,2022-12-01,2025-06-01,1166,197,1158,10,195,684,0,0,8689.2
I000281,2024-02-29,W02,Mumbai,West,P029,P029-02-W02,2023-06-01,2026-06-01,1317,422,1060,1,678,915,0,0,43697.1
I000282,2024-02-29,W02,Mumbai,West,P030,P030-02-W02,2023-09-01,2026-09-01,729,644,1373,0,0,907,10,0,0
I000283,2024-02-29,W02,Mumbai,West,P031,P031-02-W02,2022-12-01,2025-12-01,1988,696,1213,5,1466,576,0,0,85717.02
I000284,2024-02-29,W02,Mumbai,West,P032,P032-02-W02,2023-03-01,2025-09-01,2261,810,1190,2,1879,669,0,0,97050.35
I000285,2024-02-29,W02,Mumbai,West,P033,P033-02-W02,2022-12-01,2025-06-01,1375,1252,1701,9,917,825,0,0,64400.91
I000286,2024-02-29,W02,Mumbai,West,P034,P034-02-W02,2022-12-01,2024-06-01,1039,1097,953,0,1183,566,0,0,78255.45
I000287,2024-02-29,W02,Mumbai,West,P035,P035-02-W02,2023-03-01,2025-09-01,1133,55,1095,13,80,815,0,0,7121.6
I000288,2024-02-29,W02,Mumbai,West,P036,P036-02-W02,2022-12-01,2024-06-01,549,452,1001,0,0,692,6,0,0
I000289,2024-02-29,W03,Bengaluru,South,P001,P001-02-W03,2023-03-01,2026-03-01,1142,1448,1263,12,1315,514,0,0,27522.95
I000290,2024-02-29,W03,Bengaluru,South,P002,P002-02-W03,2023-03-01,2026-03-01,1144,651,1599,4,192,766,0,0,4663.68
I000291,2024-02-29,W03,Bengaluru,South,P003,P003-02-W03,2022-12-01,2024-12-01,435,897,1332,0,0,671,6,0,0
I000292,2024-02-29,W03,Bengaluru,South,P004,P004-02-W03,2022-12-01,2024-06-01,2425,71,894,10,1592,938,0,0,56961.76
I000293,2024-02-29,W03,Bengaluru,South,P005,P005-02-W03,2023-06-01,2025-12-01,672,1428,543,3,1554,824,0,0,70738.08
I000294,2024-02-29,W03,Bengaluru,South,P006,P006-02-W03,2023-06-01,2024-12-01,1099,1038,1050,6,1081,979,0,0,62730.43
I000295,2024-02-29,W03,Bengaluru,South,P007,P007-02-W03,2023-03-01,2024-09-01,1131,749,1000,2,878,943,0,0,55226.2
I000296,2024-02-29,W03,Bengaluru,South,P008,P008-02-W03,2022-12-01,2025-06-01,2301,1177,1160,13,2305,700,0,0,147704.4
I000297,2024-02-29,W03,Bengaluru,South,P009,P009-02-W03,2023-09-01,2025-03-01,490,99,589,0,0,852,7,0,0
I000298,2024-02-29,W03,Bengaluru,South,P010,P010-02-W03,2023-03-01,2026-03-01,1953,919,1414,9,1449,502,0,0,107211.51
I000299,2024-02-29,W03,Bengaluru,South,P011,P011-02-W03,2023-03-01,2025-09-01,1615,835,1610,15,825,527,0,0,78061.5
I000300,2024-02-29,W03,Bengaluru,South,P012,P012-02-W03,2023-03-01,2026-03-01,2590,219,677,15,2117,769,0,0,470397.4
I000301,2024-02-29,W03,Bengaluru,South,P013,P013-02-W03,2023-06-01,2024-12-01,2473,360,721,3,2109,838,0,0,57449.16
I000302,2024-02-29,W03,Bengaluru,South,P014,P014-02-W03,2023-06-01,2024-12-01,849,1454,1555,1,747,643,0,0,18928.98
I000303,2024-02-29,W03,Bengaluru,South,P015,P015-02-W03,2023-06-01,2026-06-01,2408,164,1575,4,993,806,0,0,28201.2
I000304,2024-02-29,W03,Bengaluru,South,P016,P016-02-W03,2023-09-01,2026-03-01,1285,1403,1808,9,871,750,0,0,42191.24
I000305,2024-02-29,W03,Bengaluru,South,P017,P017-02-W03,2023-09-01,2026-03-01,1568,72,1336,9,295,637,0,0,14519.9
I000306,2024-02-29,W03,Bengaluru,South,P018,P018-02-W03,2023-03-01,2025-09-01,986,398,950,16,418,532,0,0,28578.66
I000307,2024-02-29,W03,Bengaluru,South,P019,P019-02-W03,2023-09-01,2025-09-01,1697,50,542,16,1189,949,0,0,82540.38
I000308,2024-02-29,W03,Bengaluru,South,P020,P020-02-W03,2023-09-01,2025-03-01,2415,339,1671,7,1076,680,0,0,60557.28
I000309,2024-02-29,W03,Bengaluru,South,P021,P021-02-W03,2023-06-01,2025-06-01,1204,874,1090,3,985,900,0,0,71629.2
I000310,2024-02-29,W03,Bengaluru,South,P022,P022-02-W03,2023-09-01,2025-03-01,2439,827,1069,13,2184,960,0,0,169827.84
I000311,2024-02-29,W03,Bengaluru,South,P023,P023-02-W03,2022-12-01,2025-06-01,2294,1347,777,10,2854,805,0,0,266963.16
I000312,2024-02-29,W03,Bengaluru,South,P024,P024-02-W03,2023-09-01,2025-09-01,807,524,1035,3,293,664,0,0,63452.08
I000313,2024-02-29,W03,Bengaluru,South,P025,P025-02-W03,2023-06-01,2024-12-01,2201,885,1155,1,1930,779,0,0,29837.8
I000314,2024-02-29,W03,Bengaluru,South,P026,P026-02-W03,2023-06-01,2024-12-01,1519,708,1457,1,769,512,0,0,19671.02
I000315,2024-02-29,W03,Bengaluru,South,P027,P027-02-W03,2023-06-01,2024-12-01,525,99,624,0,0,548,4,0,0
I000316,2024-02-29,W03,Bengaluru,South,P028,P028-02-W03,2022-12-01,2025-06-01,1686,1383,1495,15,1559,660,0,0,69469.04
I000317,2024-02-29,W03,Bengaluru,South,P029,P029-02-W03,2023-09-01,2026-09-01,2526,279,796,6,2003,616,0,0,129093.35
I000318,2024-02-29,W03,Bengaluru,South,P030,P030-02-W03,2022-12-01,2025-12-01,1331,790,698,2,1421,978,0,0,88641.98
I000319,2024-02-29,W03,Bengaluru,South,P031,P031-02-W03,2023-09-01,2026-09-01,922,1223,642,9,1494,784,0,0,87354.18
I000320,2024-02-29,W03,Bengaluru,South,P032,P032-02-W03,2023-03-01,2025-09-01,2529,12,1838,13,690,821,0,0,35638.5
I000321,2024-02-29,W03,Bengaluru,South,P033,P033-02-W03,2023-03-01,2025-09-01,1966,136,1534,8,560,501,0,0,39328.8
I000322,2024-02-29,W03,Bengaluru,South,P034,P034-02-W03,2023-06-01,2024-12-01,1542,1036,1909,10,659,969,0,0,43592.85
I000323,2024-02-29,W03,Bengaluru,South,P035,P035-02-W03,2023-06-01,2025-12-01,1075,450,1298,13,214,686,0,0,19050.28
I000324,2024-02-29,W03,Bengaluru,South,P036,P036-02-W03,2023-06-01,2024-12-01,2414,988,882,9,2511,538,0,0,569720.79
I000325,2024-02-29,W04,Kolkata,East,P001,P001-02-W04,2023-09-01,2026-09-01,819,263,705,8,369,634,0,0,7723.17
I000326,2024-02-29,W04,Kolkata,East,P002,P002-02-W04,2023-03-01,2026-03-01,1212,441,1063,9,581,691,0,0,14112.49
I000327,2024-02-29,W04,Kolkata,East,P003,P003-02-W04,2022-12-01,2024-12-01,1576,108,1421,10,253,972,0,0,9806.28
I000328,2024-02-29,W04,Kolkata,East,P004,P004-02-W04,2023-06-01,2024-12-01,1851,1435,816,7,2463,579,0,0,88126.14
I000329,2024-02-29,W04,Kolkata,East,P005,P005-02-W04,2023-03-01,2025-09-01,1961,601,604,10,1948,565,0,0,88672.96
I000330,2024-02-29,W04,Kolkata,East,P006,P006-02-W04,2022-12-01,2024-06-01,1874,878,1178,1,1573,847,0,0,91281.19
I000331,2024-02-29,W04,Kolkata,East,P007,P007-02-W04,2023-09-01,2025-03-01,463,1098,860,7,694,798,0,0,43652.6
I000332,2024-02-29,W04,Kolkata,East,P008,P008-02-W04,2023-03-01,2025-09-01,1491,426,784,12,1121,737,0,0,71833.68
I000333,2024-02-29,W04,Kolkata,East,P009,P009-02-W04,2022-12-01,2024-06-01,1296,369,686,12,967,792,0,0,62535.89
I000334,2024-02-29,W04,Kolkata,East,P010,P010-02-W04,2023-03-01,2026-03-01,1749,273,1402,5,615,869,0,0,45503.85
I000335,2024-02-29,W04,Kolkata,East,P011,P011-02-W04,2023-09-01,2026-03-01,1586,673,1345,2,912,729,0,0,86293.44
I000336,2024-02-29,W04,Kolkata,East,P012,P012-02-W04,2023-03-01,2026-03-01,2257,162,1725,7,687,968,0,0,152651.4
I000337,2024-02-29,W04,Kolkata,East,P013,P013-02-W04,2022-12-01,2024-06-01,1399,489,559,10,1319,596,0,0,35929.56
I000338,2024-02-29,W04,Kolkata,East,P014,P014-02-W04,2023-09-01,2025-03-01,614,1338,970,16,966,887,0,0,24478.44
I000339,2024-02-29,W04,Kolkata,East,P015,P015-02-W04,2022-12-01,2025-12-01,1644,538,714,11,1457,777,0,0,41378.8
I000340,2024-02-29,W04,Kolkata,East,P016,P016-02-W04,2023-09-01,2026-03-01,669,492,1161,0,0,934,8,0,0
I000341,2024-02-29,W04,Kolkata,East,P017,P017-02-W04,2022-12-01,2025-06-01,553,752,1189,1,115,591,0,0,5660.3
I000342,2024-02-29,W04,Kolkata,East,P018,P018-02-W04,2022-12-01,2025-06-01,608,178,786,0,0,891,1,0,0
I000343,2024-02-29,W04,Kolkata,East,P019,P019-02-W04,2023-09-01,2025-09-01,2477,1462,744,3,3192,715,0,0,221588.64
I000344,2024-02-29,W04,Kolkata,East,P020,P020-02-W04,2023-06-01,2024-12-01,701,584,1285,0,0,915,9,0,0
I000345,2024-02-29,W04,Kolkata,East,P021,P021-02-W04,2023-03-01,2025-03-01,2148,280,624,13,1791,841,0,0,130241.52
I000346,2024-02-29,W04,Kolkata,East,P022,P022-02-W04,2022-12-01,2024-06-01,2276,189,1917,12,536,976,0,0,41679.36
I000347,2024-02-29,W04,Kolkata,East,P023,P023-02-W04,2023-03-01,2025-09-01,2241,1015,1050,1,2205,886,0,0,206255.7
I000348,2024-02-29,W04,Kolkata,East,P024,P024-02-W04,2023-03-01,2025-03-01,1934,1152,1331,14,1741,914,0,0,377030.96
I000349,2024-02-29,W04,Kolkata,East,P025,P025-02-W04,2022-12-01,2024-06-01,874,1416,1818,12,460,782,0,0,7111.6
I000350,2024-02-29,W04,Kolkata,East,P026,P026-02-W04,2023-09-01,2025-03-01,1084,1086,1658,16,496,591,0,0,12687.68
I000351,2024-02-29,W04,Kolkata,East,P027,P027-02-W04,2023-03-01,2024-09-01,1981,436,1607,12,798,995,0,0,27443.22
I000352,2024-02-29,W04,Kolkata,East,P028,P028-02-W04,2022-12-01,2025-06-01,2484,1008,1364,3,2125,869,0,0,94690
I000353,2024-02-29,W04,Kolkata,East,P029,P029-02-W04,2023-03-01,2026-03-01,2031,200,1799,10,422,871,0,0,27197.9
I000354,2024-02-29,W04,Kolkata,East,P030,P030-02-W04,2023-06-01,2026-06-01,2092,654,710,5,2031,965,0,0,126693.78
I000355,2024-02-29,W04,Kolkata,East,P031,P031-02-W04,2023-03-01,2026-03-01,2564,984,1112,15,2421,619,0,0,141555.87
I000356,2024-02-29,W04,Kolkata,East,P032,P032-02-W04,2023-09-01,2026-03-01,1843,1182,493,1,2531,948,0,0,130726.15
I000357,2024-02-29,W04,Kolkata,East,P033,P033-02-W04,2023-03-01,2025-09-01,1445,218,1189,11,463,967,0,0,32516.49
I000358,2024-02-29,W04,Kolkata,East,P034,P034-02-W04,2023-09-01,2025-03-01,2501,1441,1692,9,2241,650,0,0,148242.15
I000359,2024-02-29,W04,Kolkata,East,P035,P035-02-W04,2023-06-01,2025-12-01,1975,533,1630,8,870,759,0,0,77447.4
I000360,2024-02-29,W04,Kolkata,East,P036,P036-02-W04,2022-12-01,2024-06-01,1692,507,458,11,1730,575,0,0,392519.7
I000361,2024-02-29,W05,Indore,Central,P001,P001-02-W05,2023-06-01,2026-06-01,2565,784,871,2,2476,886,0,0,51822.68
I000362,2024-02-29,W05,Indore,Central,P002,P002-02-W05,2022-12-01,2025-12-01,819,101,920,0,0,526,2,0,0
I000363,2024-02-29,W05,Indore,Central,P003,P003-02-W05,2023-09-01,2025-09-01,2346,1198,1571,3,1970,502,0,0,76357.2
I000364,2024-02-29,W05,Indore,Central,P004,P004-02-W05,2023-09-01,2025-03-01,1664,79,841,9,893,550,0,0,31951.54
I000365,2024-02-29,W05,Indore,Central,P005,P005-02-W05,2023-09-01,2026-03-01,2190,252,544,9,1889,533,0,0,85987.28
I000366,2024-02-29,W05,Indore,Central,P006,P006-02-W05,2023-06-01,2024-12-01,877,1430,498,7,1802,890,0,0,104570.06
I000367,2024-02-29,W05,Indore,Central,P007,P007-02-W05,2023-09-01,2025-03-01,2425,758,1526,3,1654,739,0,0,104036.6
I000368,2024-02-29,W05,Indore,Central,P008,P008-02-W05,2022-12-01,2025-06-01,1626,251,1877,0,0,850,10,0,0
I000369,2024-02-29,W05,Indore,Central,P009,P009-02-W05,2022-12-01,2024-06-01,1692,626,1290,1,1027,786,0,0,66416.09
I000370,2024-02-29,W05,Indore,Central,P010,P010-02-W05,2022-12-01,2025-12-01,2046,166,595,12,1605,655,0,0,118753.95
I000371,2024-02-29,W05,Indore,Central,P011,P011-02-W05,2023-03-01,2025-09-01,1427,1131,553,4,2001,574,0,0,189334.62
I000372,2024-02-29,W05,Indore,Central,P012,P012-02-W05,2023-03-01,2026-03-01,1553,1278,1328,5,1498,962,0,0,332855.6
I000373,2024-02-29,W05,Indore,Central,P013,P013-02-W05,2023-06-01,2024-12-01,2092,429,1875,10,636,653,0,0,17324.64
I000374,2024-02-29,W05,Indore,Central,P014,P014-02-W05,2022-12-01,2024-06-01,1203,536,478,15,1246,657,0,0,31573.64
I000375,2024-02-29,W05,Indore,Central,P015,P015-02-W05,2023-06-01,2026-06-01,1115,899,624,7,1383,970,0,0,39277.2
I000376,2024-02-29,W05,Indore,Central,P016,P016-02-W05,2023-03-01,2025-09-01,2011,385,1396,5,995,635,0,0,48197.8
I000377,2024-02-29,W05,Indore,Central,P017,P017-02-W05,2022-12-01,2025-06-01,569,502,724,13,334,532,0,0,16439.48
I000378,2024-02-29,W05,Indore,Central,P018,P018-02-W05,2022-12-01,2025-06-01,492,644,1136,0,0,518,6,0,0
I000379,2024-02-29,W05,Indore,Central,P019,P019-02-W05,2023-03-01,2025-03-01,1309,864,1339,12,822,921,0,0,57063.24
I000380,2024-02-29,W05,Indore,Central,P020,P020-02-W05,2023-06-01,2024-12-01,1157,191,1348,0,0,821,12,0,0
I000381,2024-02-29,W05,Indore,Central,P021,P021-02-W05,2023-03-01,2025-03-01,485,286,771,0,0,757,7,0,0
I000382,2024-02-29,W05,Indore,Central,P022,P022-02-W05,2023-09-01,2025-03-01,787,857,1644,0,0,790,8,0,0
I000383,2024-02-29,W05,Indore,Central,P023,P023-02-W05,2023-03-01,2025-09-01,1774,560,1617,2,715,526,0,0,66881.1
I000384,2024-02-29,W05,Indore,Central,P024,P024-02-W05,2023-03-01,2025-03-01,2187,611,1386,3,1409,591,0,0,305133.04
I000385,2024-02-29,W05,Indore,Central,P025,P025-02-W05,2023-09-01,2025-03-01,839,542,1381,0,0,665,4,0,0
I000386,2024-02-29,W05,Indore,Central,P026,P026-02-W05,2023-06-01,2024-12-01,1897,438,949,12,1374,526,0,0,35146.92
I000387,2024-02-29,W05,Indore,Central,P027,P027-02-W05,2023-09-01,2025-03-01,923,268,1191,0,0,930,12,0,0
I000388,2024-02-29,W05,Indore,Central,P028,P028-02-W05,2023-06-01,2025-12-01,693,936,889,5,735,954,0,0,32751.6
I000389,2024-02-29,W05,Indore,Central,P029,P029-02-W05,2022-12-01,2025-12-01,1063,1444,731,6,1770,887,0,0,114076.5
I000390,2024-02-29,W05,Indore,Central,P030,P030-02-W05,2023-09-01,2026-09-01,1833,286,1858,12,249,857,0,0,15532.62
I000391,2024-02-29,W05,Indore,Central,P031,P031-02-W05,2023-09-01,2026-09-01,416,998,1414,0,0,511,6,0,0
I000392,2024-02-29,W05,Indore,Central,P032,P032-02-W05,2023-03-01,2025-09-01,2191,1138,478,9,2842,629,0,0,146789.3
I000393,2024-02-29,W05,Indore,Central,P033,P033-02-W05,2023-09-01,2026-03-01,2080,588,1431,7,1230,574,0,0,86382.9
I000394,2024-02-29,W05,Indore,Central,P034,P034-02-W05,2023-03-01,2024-09-01,848,432,1280,0,0,551,7,0,0
I000395,2024-02-29,W05,Indore,Central,P035,P035-02-W05,2022-12-01,2025-06-01,1464,93,1557,0,0,840,12,0,0
I000396,2024-02-29,W05,Indore,Central,P036,P036-02-W05,2023-03-01,2024-09-01,481,1075,1319,4,233,927,0,0,52865.37
